item depth,url,title,bedroom_price,bedrooms,location,surface,dwelling_type,facilities,date_offered,available_from,estate_agent,price,new
8,https://www.pararius.com/apartment-for-rent/haarlem/081809f2/einsteinstraat,Einsteinstraat in Haarlem,465,3,2014 KT Haarlem (Natuurkundigenbuurt-oost),68,Apartment,"Storage space, Shower",13-08-2020,Immediately,,1395,
